"title,""jenis_bentuk_peraturan"",""pemrakarsa"",""nomor"",""tahun"",""tentang"",""tempat_penetapan"",""ditetapkan_tanggal"",""pejabat_yang_menetapkan"",""status"",""dokumen_peraturan"",""jumlah_dilihat"",""jumlah_didownload"",""tahun_pengundangan"",""nomor_pengundangan"",""nomor_tambahan"",""tanggal_pengundangan"",""pejabat_pengundangan"""																									
"Peraturan Menteri Hukum dan Hak Asasi Manusia Nomor 6 Tahun 2012,""PERATURAN MENTERI"",""KEMENTERIAN HUKUM DAN HAK ASASI MANUSIA"",""6"",""2012"",""POLA KLASIFIKASI ARSIP KEMENTERIAN HUKUM DAN HAK ASASI MANUSIA"",""Jakarta"",""23 April 2012"",""AMIR SYAMSUDIN"",""Berlaku"",""https://peraturan.go.id/files/bn450-2012.pdf"",""8670"",""226"",""2012"",""450"",""6"",""23 April 2012"","""""																									
"Peraturan Menteri Sosial Nomor 31 Tahun 2012,""PERATURAN MENTERI"",""KEMENTERIAN SOSIAL"",""31"",""2012"",""PETUNJUK PELAKSANAAN TATA KEARSIPAN DINAMIS DI LINGKUNGAN KEMENTERIAN SOSIAL REPUBLIK INDONESIA"",""Jakarta"",""17 Desember 2012"","""",""Tidak Berlaku Dicabut Oleh :Peraturan Menteri Sosial Nomor 7 Tahun 2016 Tentang Petunjuk Pelaksanaan Tata Kearsipan Dinamis di Lingkungan Kementerian Sosial"",""https://peraturan.go.id/files/bn1293-2012.pdf"",""3840"",""122"",""2012"",""1293"",""31"",""20 Desember 2012"","""""																									
"Peraturan Badan Meteorologi,Klimatologi,dan Geofisika Nomor KEP.10 Tahun 2012,""PERATURAN BADAN/LEMBAGA"",""BADAN METEOROLOGI,KLIMATOLOGI,DAN GEOFISIKA"",""KEP.10"",""2012"",""PEDOMAN TATA NASKAH DINAS DAN KEARSIPAN"",""Jakarta"",""10 Desember 2012"","""",""Tidak Berlaku Dicabut Oleh :Peraturan Badan Meteorologi,Klimatologi,dan Geofisika Nomor 5 Tahun 2018 Tentang Pedoman Tata Naskah Dinas di Lingkungan Badan Meteorologi, Klimatologi, dan GeofisikaPeraturan Badan Meteorologi,Klimatologi,dan Geofisika Nomor 6 Tahun 2019 Tentang Klasifikasi Arsip"",""https://peraturan.go.id/files/bn1277-2012.pdf"",""4031"",""155"",""2012"",""1277"",""KEP.10"",""18 Desember 2012"","""""																									
"Peraturan Komisi Pemilihan Umum Nomor 3 Tahun 2012,""PERATURAN BADAN/LEMBAGA"",""KOMISI PEMILIHAN UMUM"",""3"",""2012"",""JADWAL RETENSI ARSIP KEPEGAWAIAN DAN KEUANGAN"",""Jakarta"",""20 Februari 2012"","""",""Berlaku"",""https://peraturan.go.id/files/bn219-2012.pdf"",""1445"",""145"",""2012"",""219"",""3"",""20 Februari 2012"","""""																									
"Peraturan Arsip Nasional Nomor 03 Tahun 2012,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""03"",""2012"",""PENGGUNAAN PIN REFORMASI BIROKRASI ARSIP NASIONAL REPUBLIK INDONESIA"",""Jakarta"","""","""",""Berlaku"",""https://peraturan.go.idundefined"",""5223"",""1"",""2013"",""226"",""03"",""02 November 2013"","""""																									
"Peraturan Arsip Nasional Nomor 04 Tahun 2012,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""04"",""2012"",""STANDARISASI HARGA SATUAN PERENCANAAN BARANG YANG BERLAKU DI LINGKUNGAN ARSIP NASIONAL"",""Jakarta"",""21 Mei 2012"","""",""Berlaku"",""https://peraturan.go.idundefined"",""9247"",""1"",""2013"",""227"",""04"",""02 November 2013"","""""																									
"Peraturan Arsip Nasional Nomor 09 Tahun 2012,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""09"",""2012"",""PENGELOLAAN ARSIP ASET NEGARA/DAERAH"",""Jakarta"",""14 Desember 2012"","""",""Berlaku"",""https://peraturan.go.idundefined"",""516"",""4"",""2013"",""229"",""09"",""11 Februari 2013"","""""																									
"Peraturan Arsip Nasional Nomor 12 Tahun 2012,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""12"",""2012"",""PETUNJUK PELAKSANAAN PENGELOLAAN ANGGARAN PENDAPATAN DAN BELANJA NEGARA PADA ARSIP NASIONAL REPUBLIK INDONESIA"",""Jakarta"","""","""",""Berlaku"",""https://peraturan.go.id/files/bn231-2013.pdf"",""3924"",""43"",""2013"",""231"",""12"",""02 November 2013"","""""																									
"Peraturan Arsip Nasional Nomor 13 Tahun 2012,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""13"",""2012"",""VISI DAN MISI ARSIP NASIONAL REPUBLIK INDONESIA"",""Jakarta"","""","""",""Berlaku"",""https://peraturan.go.idundefined"",""8192"",""2"",""2013"",""232"",""13"",""02 November 2013"","""""																									
"Peraturan Arsip Nasional Nomor 15 Tahun 2012,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""15"",""2012"",""PETUNJUK PELAKSANAAN PENGELOLAAN SURAT ELEKTRONIK DI PENCIPTA ARSIP"",""Jakarta"","""","""",""Berlaku"",""https://peraturan.go.idundefined"",""9121"",""1"",""2013"",""234"",""15"",""02 November 2013"","""""																									
"Peraturan Arsip Nasional Nomor 17 Tahun 2012,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""17"",""2012"",""PEDOMAN PENYERAHAN ARSIP STATIS BAGI ORGANISASI POLITIK, ORGANISASI KEMASYARAKATAN, DAN PERSEORANGAN"",""Jakarta"","""","""",""Tidak Berlaku Dicabut Oleh :Peraturan Arsip Nasional Nomor 37 Tahun 2016 Tentang Pedoman Penyusutan Arsip"",""https://peraturan.go.idundefined"",""812"",""8"",""2013"",""236"",""17"",""02 November 2013"","""""																									
"Peraturan Arsip Nasional Nomor 19 Tahun 2012,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""19"",""2012"",""PENYUSUNAN KLASIFIKASI ARSIP"",""Jakarta"","""","""",""Berlaku"",""https://peraturan.go.idundefined"",""5709"",""6"",""2013"",""238"",""19"",""02 November 2013"","""""																									
"Peraturan Arsip Nasional Nomor 21 Tahun 2012,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""21"",""2012"",""PELAKSANAAN KEGIATAN DANA DEKONSENTRASI ARSIP NASIONAL REPUBLIK INDONESIA TAHUN  ANGGARAN 2013"",""Jakarta"",""28 Desember 2012"","""",""Berlaku"",""https://peraturan.go.idundefined"",""10280"",""7"",""2013"",""240"",""21"",""11 Februari 2013"","""""																									
"Peraturan Arsip Nasional Nomor 22 Tahun 2012,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""22"",""2012"",""DESAIN PEMBINAAN KEARSIPAN PADA PEMERINTAH DAERAH"",""Jakarta"",""28 Desember 2012"","""",""Berlaku"",""https://peraturan.go.idundefined"",""8083"",""7"",""2013"",""241"",""22"",""11 Februari 2013"","""""																									
"Peraturan Arsip Nasional Nomor 23 Tahun 2012,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""23"",""2012"",""STANDAR FUNGSI LEMBAGA KEARSIPAN DAERAH"",""Jakarta"",""28 Desember 2012"","""",""Berlaku"",""https://peraturan.go.idundefined"",""8868"",""9"",""2013"",""242"",""23"",""11 Februari 2013"","""""																									
"Peraturan Arsip Nasional Nomor 24 Tahun 2012,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""24"",""2012"",""MATERI MUATAN PERATURAN DAERAH TENTANG PENYELENGGARAAN KEARSIPAN"",""Jakarta"",""28 Desember 2012"","""",""Berlaku"",""https://peraturan.go.idundefined"",""9751"",""8"",""2013"",""243"",""24"",""11 Februari 2013"","""""																									
"Peraturan Arsip Nasional Nomor 25 Tahun 2012,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""25"",""2012"",""PEDOMAN PEMUSNAHAN ARSIP"",""Jakarta"",""28 Desember 2012"","""",""Tidak Berlaku Dicabut Oleh :Peraturan Arsip Nasional Nomor 37 Tahun 2016 Tentang Pedoman Penyusutan Arsip"",""https://peraturan.go.idundefined"",""2456"",""11"",""2013"",""244"",""25"",""11 Februari 2013"","""""																									
"Peraturan Arsip Nasional Nomor 26 Tahun 2012,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""26"",""2012"",""TATA CARA PENGELOLAAN DAN TINDAK LANJUT PELAPORAN PELANGGARAN (WHISTLEBLOWING) DI LINGKUNGAN ARSIP NASIONAL REPUBLIK INDONESIA"",""Jakarta"",""28 Desember 2012"","""",""Berlaku"",""https://peraturan.go.idundefined"",""9887"",""8"",""2013"",""245"",""26"",""11 Februari 2013"","""""																									
"Peraturan Arsip Nasional Nomor 27 Tahun 2012,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""27"",""2012"",""PEDOMAN TEKNIS PENYELENGGARAAN SISTEM PENGENDALIAN INTERN PEMERINTAH DI LINGKUNGAN ARSIP NASIONAL REPUBLIK INDONESIA"",""Jakarta"",""28 Desember 2012"","""",""Berlaku"",""https://peraturan.go.idundefined"",""3513"",""9"",""2013"",""246"",""27"",""11 Februari 2013"","""""																									
"Peraturan Arsip Nasional Nomor 28 Tahun 2012,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""28"",""2012"",""PETUNJUK PELAKSANAAN PENYUSUNAN STANDAR OPERASIONAL PROSEDUR ADMINISTRASI PEMERINTAHAN DI LINGKUNGAN ARSIP NASIONAL REPUBLIK INDONESIA"",""Jakarta"",""28 Desember 2012"","""",""Tidak Berlaku Dicabut Oleh :Peraturan Arsip Nasional Nomor 19 Tahun 2017 Tentang Petunjuk Pelaksanaan Penyusunan, Pemantauan, dan Evaluasi Standar Operasional Prosedur Administrasi Pemerintahan di Lingkungan Arsip Nasional Republik Indonesia"",""https://peraturan.go.idundefined"",""7557"",""7"",""2013"",""247"",""28"",""11 Februari 2013"","""""																									
"Peraturan Arsip Nasional Nomor 29 Tahun 2012,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""29"",""2012"",""PETUNJUK PELAKSANAAN PEMBUATAN ANALISIS JABATAN DI LINGKUNGAN ARSIP NASIONAL REPUBLIK INDONESIA"",""Jakarta"",""28 Desember 2012"","""",""Berlaku"",""https://peraturan.go.idundefined"",""6347"",""7"",""2013"",""248"",""29"",""11 Februari 2013"","""""																									
"Peraturan Arsip Nasional Nomor 30 Tahun 2012,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""30"",""2012"",""PETUNJUK PELAKSANAAN ANALISIS BEBAN KERJA DI LINGKUNGAN ARSIP NASIONAL REPUBLIK INDONESIA"",""Jakarta"",""28 Desember 2012"","""",""Berlaku"",""https://peraturan.go.idundefined"",""9287"",""7"",""2013"",""249"",""30"",""11 Februari 2013"","""""																									
"Peraturan Arsip Nasional Nomor 31 Tahun 2012,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""31"",""2012"",""KLASIFIKASI ARSIP DI LINGKUNGAN ARSIP NASIONAL REPUBLIK INDONESIA"",""Jakarta"",""28 Desember 2012"","""",""Berlaku"",""https://peraturan.go.idundefined"",""6910"",""7"",""2013"",""250"",""31"",""11 Februari 2013"","""""																									
"Peraturan Arsip Nasional Nomor 32 Tahun 2012,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""32"",""2012"",""PEDOMAN TATA NASKAH DINAS DI LINGKUNGAN ARSIP NASIONAL REPUBLIK INDONESIA"",""Jakarta"",""28 Desember 2012"","""",""Berlaku"",""https://peraturan.go.idundefined"",""6339"",""6"",""2013"",""568"",""32"",""12 April 2013"","""""																									
"Peraturan Arsip Nasional Nomor 33 Tahun 2012,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""33"",""2012"",""PEDOMAN PENGURUSAN SURAT DI LINGKUNGAN ARSIP NASIONAL REPUBLIK INDONESIA"",""Jakarta"",""28 Desember 2012"","""",""Berlaku"",""https://peraturan.go.idundefined"",""719"",""7"",""2013"",""251"",""33"",""11 Februari 2013"","""""																									
"Peraturan Arsip Nasional Nomor 35 Tahun 2012,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""35"",""2012"",""JADWAL RETENSI ARSIP KEPEGAWAIAN ARSIP NASIONAL REPUBLIK INDONESIA"",""Jakarta"",""28 Desember 2012"","""",""Berlaku"",""https://peraturan.go.idundefined"",""4199"",""7"",""2013"",""252"",""35"",""11 Februari 2013"","""""																									
"Peraturan Arsip Nasional Nomor 36 Tahun 2012,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""36"",""2012"",""JADWAL RETENSI ARSIP KEUANGAN ARSIP NASIONAL REPUBLIK INDONESIA"",""Jakarta"",""28 Desember 2012"","""",""Berlaku"",""https://peraturan.go.idundefined"",""8421"",""7"",""2013"",""253"",""36"",""11 Februari 2013"","""""																									
"Peraturan Arsip Nasional Nomor 37 Tahun 2012,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""37"",""2012"",""JADWAL RETENSI ARSIP FASILITATIF NON KEUANGAN DAN NON KEPEGAWAIAN ARSIP NASIONAL REPUBLIK INDONESIA"",""Jakarta"",""28 Desember 2012"","""",""Berlaku"",""https://peraturan.go.idundefined"",""9295"",""7"",""2013"",""254"",""37"",""11 Februari 2013"","""""																									
"Peraturan Arsip Nasional Nomor 7 Tahun 2012,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""7"",""2012"",""PETUNJUK PELAKSANAAN PEMBERIAN TUNJANGAN KINERJA PEGAWAI DI LINGKUNGAN ARSIP NASIONAL REPUBLIK INDONESIA"",""Jakarta"",""29 November 2012"","""",""Berlaku"",""https://peraturan.go.idundefined"",""747"",""9"",""2013"",""567"",""7"",""12 April 2013"","""""																									
"Peraturan Badan Nasional Penanggulangan Bencana Nomor 14 Tahun 2012,""PERATURAN BADAN/LEMBAGA"",""BADAN NASIONAL PENANGGULANGAN BENCANA"",""14"",""2012"",""PEDOMAN PENILAIAN ARSIP DI LINGKUNGAN BADAN NASIONAL PENANGGULANGAN BENCANA"",""Jakarta"",""01 November 2012"","""",""Berlaku"",""https://peraturan.go.idundefined"",""6102"",""8"",""2013"",""346"",""14"",""28 Februari 2013"","""""																									
"Peraturan Arsip Nasional Nomor 11 Tahun 2012,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""11"",""2012"",""PAKAIAN DINAS DI LINGKUNGAN ARSIP NASIONAL REPUBLIK INDONESIA"",""Jakarta"",""26 Desember 2012"","""",""Berlaku"",""https://peraturan.go.idundefined"",""8772"",""8"",""2013"",""230"",""11"",""11 Februari 2013"","""""																									
"Peraturan Arsip Nasional Nomor 14 Tahun 2012,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""14"",""2012"",""PEDOMAN PENYUSUNAN KEBIJAKAN UMUM PENGELOLAAN ARSIP ELEKTRONIK"",""Jakarta"",""28 Desember 2012"","""",""Tidak Berlaku Dicabut Oleh :Peraturan Arsip Nasional Nomor 6 Tahun 2021 Tentang Pengelolaan Arsip Elektronik"",""https://peraturan.go.idundefined"",""1130"",""8"",""2013"",""233"",""14"",""11 Februari 2013"","""""																									
"Peraturan Arsip Nasional Nomor 16 Tahun 2012,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""16"",""2012"",""PENGELOLAAN ARSIP KARTOGRAFI DAN KEARSITEKTURAN"",""Jakarta"",""28 Desember 2012"","""",""Berlaku"",""https://peraturan.go.idundefined"",""8526"",""8"",""2013"",""235"",""16"",""11 Februari 2013"","""""																									
"Peraturan Arsip Nasional Nomor 18 Tahun 2012,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""18"",""2012"",""PEDOMAN PEMBUATAN DAN PENGUMUMAN DAFTAR PENCARIAN ARSIP DPA"",""Jakarta"",""28 Desember 2012"","""",""Berlaku"",""https://peraturan.go.idundefined"",""8517"",""7"",""2013"",""237"",""18"",""11 Februari 2013"","""""																									
"Peraturan Arsip Nasional Nomor 20 Tahun 2012,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""20"",""2012"",""PENGELOLAAN UNIT KEARSIPAN PADA LEMBAGA NEGARA"",""Jakarta"",""28 Desember 2012"","""",""Berlaku"",""https://peraturan.go.idundefined"",""7026"",""8"",""2013"",""239"",""20"",""11 Februari 2013"","""""																									
"Peraturan Daerah Provinsi Sumatera Barat Nomor 17 Tahun 2012,""PERATURAN DAERAH"",""PROVINSI SUMATERA BARAT"",""17"",""2012"",""PENYELENGGARAAN KEARSIPAN"","""","""","""",""Berlaku"",""https://peraturan.go.idundefined"",""9432"",""6"","""","""",""17"","""","""""																									
"Peraturan Pemerintah Nomor 28 Tahun 2012,""PERATURAN PEMERINTAH"",""PEMERINTAH PUSAT"",""28"",""2012"",""PELAKSANAAN UNDANG-UNDANG NOMOR 43 TAHUN 2009 TENTANG KEARSIPAN"",""Jakarta"",""27 Februari 2012"","""",""Berlaku"",""https://peraturan.go.id/files/pp28-2012bt.pdf"",""20579"",""1977"",""2012"",""53"",""28"",""27 Februari 2012"","""""																									
"Peraturan Presiden Nomor 42 Tahun 2012,""PERATURAN PRESIDEN"",""PEMERINTAH PUSAT"",""42"",""2012"",""PERPANJANGAN BATAS USIA PENSIUN BAGI PEGAWAI NEGERI SIPIL YANG MENDUDUKI JABATAN FUNGSIONAL ARSIPARIS"",""Jakarta"",""12 April 2012"","""",""Berlaku"",""https://peraturan.go.id/files/ps42-2012.pdf"",""1972"",""208"",""2012"",""99"",""42"",""12 April 2012"","""""																									
"Peraturan Presiden Nomor 114 Tahun 2012,""PERATURAN PRESIDEN"",""PEMERINTAH PUSAT"",""114"",""2012"",""TUNJANGAN KINERJA PEGAWAI DI LINGKUNGAN ARSIP NASIONAL REPUBLIK INDONESIA"",""Jakarta"",""17 November 2012"","""",""Berlaku"",""https://peraturan.go.id/files/ps114-2012.pdf"",""3542"",""184"",""2012"",""252"",""114"",""19 November 2012"","""""																									
"Peraturan Menteri Pertahanan Nomor 18 Tahun 2011,""PERATURAN MENTERI"",""KEMENTERIAN PERTAHANAN"",""18"",""2011"",""PEDOMAN PENGELOLAAN ARSIP DINAMIS KEMENTERIAN PERTAHANAN DAN TENTARA NASIONAL INDONESIA"",""Jakarta"",""19 Agustus 2011"","""",""Tidak Berlaku Dicabut Oleh :Peraturan Menteri Pertahanan Nomor 15 Tahun 2021 Tentang Pengelolaan Arsip Dinamis di Lingkungan Kementerian Pertahanan"",""https://peraturan.go.id/files/bn581-2011.pdf"",""7242"",""152"",""2011"",""581"",""18"",""13 September 2011"","""""																									
"Peraturan Menteri Energi Dan Sumber Daya Mineral Nomor 18 Tahun 2011,""PERATURAN MENTERI"",""KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL"",""18"",""2011"",""JADWAL RETENSI ARSIP SUBSTANTIF MINYAK DAN GAS BUMI KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL"",""Jakarta"",""22 Desember 2011"","""","""",""https://peraturan.go.id/files/bn864-2011.pdf"",""3236"",""130"",""2011"",""864"",""18"",""22 Desember 2011"","""""																									
"Peraturan Menteri Kehutanan Nomor P.51/MENHUT-II/2011 Tahun 2011,""PERATURAN MENTERI"",""KEMENTERIAN KEHUTANAN"",""P.51/MENHUT-II/2011"",""2011"",""PEDOMAN TATA NASKAH KEARSIPAN KEMENTERIAN KEHUTANAN"",""Jakarta"",""30 Juni 2011"","""",""Tidak Berlaku Dicabut Oleh :Peraturan Menteri Lingkungan Hidup Nomor P.44/MENLHK/SETJEN/KUM.1/5/2016 Tahun 2016 Tentang Pedoman Tata Kerasipan Kementerian Lingkungan Hidup dan Kehutanan"",""https://peraturan.go.id/files/bn383-2011.pdf"",""8022"",""245"",""2011"",""383"",""P.51/MENHUT-II/2011"",""06 Juli 2011"","""""																									
"Peraturan Badan Pengawas Obat dan Makanan Nomor HK.04.1.03.11.01799 Tahun 2011,""PERATURAN BADAN/LEMBAGA"",""BADAN PENGAWAS OBAT DAN MAKANAN"",""HK.04.1.03.11.01799"",""2011"",""JADWAL RETENSI ARSIP BADAN PENGAWAS OBAT DAN MAKANAN REPUBLIK INDONESIA"",""Jakarta"",""04 Maret 2011"","""",""Berlaku"",""https://peraturan.go.id/files/bn593-2011.pdf"",""9354"",""173"",""2011"",""593"",""HK.04.1.03.11.01799"",""21 September 2011"","""""																									
"Peraturan Arsip Nasional Nomor 35 Tahun 2011,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""35"",""2011"",""PENGEMBANGAN PEGAWAI MELALUI PENDIDIKAN FORMAL BAGI PEGAWAI DI LINGKUNGAN ARSIP NASIONAL REPUBLIK INDONESIA"",""Jakarta"",""30 November -0001"","""",""Berlaku"",""https://peraturan.go.idundefined"",""2857"","""","""","""",""35"","""","""""																									
"Peraturan Arsip Nasional Nomor 42 Tahun 2011,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""42"",""2011"",""DISIPLIN PEGAWAI DI LINGKUNGAN ARSIP NASIONAL REPUBLIK INDONESIA"",""Jakarta"",""30 November -0001"","""",""Tidak Berlaku Dicabut Oleh :Peraturan Arsip Nasional Nomor 18 Tahun 2016 Tentang Disiplin Jam Kerja dan Cuti Pegawai di Lingkungan Arsip Nasional Republik Indonesia"",""https://peraturan.go.idundefined"",""4176"","""","""","""",""42"","""","""""																									
"Peraturan Badan Nasional Penanggulangan Bencana Nomor 18 Tahun 2011,""PERATURAN BADAN/LEMBAGA"",""BADAN NASIONAL PENANGGULANGAN BENCANA"",""18"",""2011"",""JADWAL RETENSI ARSIP FASILITATIF NON KEUANGAN DAN NON KEPEGAWAIAN BADAN NASIONAL PENANGGULANGAN BENCANA"",""Jakarta"",""30 Desember 2011"","""",""Tidak Berlaku Dicabut Oleh :Peraturan Badan Nasional Penanggulangan Bencana Nomor 1 Tahun 2021 Tentang Klasifikasi Arsip, Jadwal Retensi Arsip, dan Sistem Klasifikasi Keamanan dan Akses Arsip Dinamis di Lingkungan Badan Nasional Penanggulangan Bencana"",""https://peraturan.go.id/files/BN+1558-2014.pdf"",""2146"",""39"",""2014"",""1558"",""18"",""14 Oktober 2014"",""AMIR SYAMSUDIN"""																									
"Peraturan Daerah Provinsi Jambi Nomor 5 Tahun 2011,""PERATURAN DAERAH"",""PROVINSI JAMBI"",""5"",""2011"",""PENYELENGGARAAN KEARSIPAN PROVINSI JAMBI"","""","""","""",""Berlaku"",""https://peraturan.go.idundefined"",""4389"",""6"",""2011"",""5"",""5"",""01 Januari 1970"","""""																									
"Peraturan Daerah Provinsi Jawa Barat Nomor 18 Tahun 2011,""PERATURAN DAERAH"",""PROVINSI JAWA BARAT"",""18"",""2011"",""PENYELENGGARAAN KEARSIPAN"","""","""","""",""Berlaku"",""https://peraturan.go.idundefined"",""9845"",""6"","""","""",""18"","""","""""																									
"Peraturan Menteri Koperasi dan UKM Nomor 06/PER/M.KUKM/XI/2010 Tahun 2010,""PERATURAN MENTERI"",""KEMENTERIAN KOPERASI, USAHA KECIL DAN MENENGAH"",""06/PER/M.KUKM/XI/2010"",""2010"",""JADWAL RETENSI ARSIP KEPEGAWAIAN PEGAWAI NEGERI SIPIL DAN PEJABAT NEGARA KEMENTERIAN KOPERASI DAN USAHA KECIL DAN MENENGAH"",""Jakarta"",""22 November 2010"","""",""Berlaku"",""https://peraturan.go.id/files/bn553-2010.pdf"",""7336"",""148"",""2010"",""553"",""06/PER/M.KUKM/XI/2010"",""22 November 2010"","""""																									
"Peraturan Menteri Negara Perumahan Rakyat Nomor 6 Tahun 2010,""PERATURAN MENTERI"",""KEMENTERIAN NEGARA PERUMAHAN RAKYAT"",""6"",""2010"",""POLA KLASIFIKASI ARSIP KEMENTERIAN PERUMAHAN RAKYAT"",""Jakarta"",""31 Mei 2010"","""",""Berlaku"",""https://peraturan.go.id/files/bn350-2010.pdf"",""4530"",""171"",""2010"",""350"",""6"",""20 Juli 2010"","""""																									
"Peraturan Menteri Negara Perumahan Rakyat Nomor 8 Tahun 2010,""PERATURAN MENTERI"",""KEMENTERIAN NEGARA PERUMAHAN RAKYAT"",""8"",""2010"",""TATA KEARSIPAN KEMENTERIAN PERUMAHAN RAKYAT"",""Jakarta"",""31 Mei 2010"","""",""Berlaku"",""https://peraturan.go.id/files/bn352-2010.pdf"",""3233"",""183"",""2010"",""352"",""8"",""20 Juli 2010"","""""																									
"Peraturan Menteri Pertahanan Nomor 29 Tahun 2010,""PERATURAN MENTERI"",""KEMENTERIAN PERTAHANAN"",""29"",""2010"",""PEDOMAN PENYUSUNAN FORMASI JABATAN FUNGSIONAL ARSIPARIS KEMENTERIAN PERTAHANAN"",""Jakarta"",""31 Desember 2010"","""",""Berlaku"",""https://peraturan.go.id/files/bn723-2010.pdf"",""9129"",""179"",""2010"",""723"",""29"",""31 Desember 2010"","""""																									
"Peraturan Menteri Pertahanan Nomor 30 Tahun 2010,""PERATURAN MENTERI"",""KEMENTERIAN PERTAHANAN"",""30"",""2010"",""PEDOMAN KEARSIPAN DI LINGKUNGAN KEMENTERIAN PERTAHANAN DAN TENTARA NASIONAL INDONESIA"",""Jakarta"",""31 Desember 2010"","""",""Tidak Berlaku Dicabut Oleh :Peraturan Menteri Pertahanan Nomor 24 Tahun 2019 Tentang Pedoman Penyelenggaraan Kearsipan di Lingkungan Kementerian Pertahanan dan Tentara Nasional Indonesia"",""https://peraturan.go.id/files/bn724-2010.pdf"",""2014"",""177"",""2010"",""724"",""30"",""31 Desember 2010"","""""																									
"Peraturan Menteri Pendidikan Nasional Nomor 39 Tahun 2010,""PERATURAN MENTERI"",""KEMENTERIAN PENDIDIKAN NASIONAL"",""39"",""2010"",""JADWAL RETENSI ARSIP KEPEGAWAIAN DAN KEUANGAN DI LINGKUNGAN KEMENTERIAN PENDIDIKAN NASIONAL"",""Jakarta"",""22 Desember 2010"","""",""Berlaku"",""https://peraturan.go.id/files/bn693-2010.pdf"",""9216"",""365"",""2010"",""693"",""39"",""31 Desember 2010"","""""																									
